time,temperature,weather,condition,power_mhw
2020-05-20 10:00:00,37.49,hot,day,91.02
2020-05-20 11:00:00,38.63,hot,day,92.91
2020-05-20 12:00:00,38.62,hot,day,81.4
2020-05-20 13:00:00,36.7,hot,day,76.33
2020-05-20 14:00:00,42.35,hot,day,86.42
2020-05-20 15:00:00,36.76,hot,day,84.99
2020-05-20 16:00:00,42.9,hot,day,82.88
2020-05-20 17:00:00,43.28,hot,day,87.37
2020-05-20 18:00:00,42.72,hot,day,83.76
2020-05-20 19:00:00,41.95,hot,night,59.25
2020-05-20 20:00:00,41.13,hot,night,57.31
2020-05-20 21:00:00,43.9,hot,night,55.45
2020-05-20 22:00:00,43.47,hot,night,58.96
2020-05-20 23:00:00,43.04,hot,night,55.35
2020-05-21 00:00:00,33.54,hot,night,58.13
2020-05-21 01:00:00,33.07,hot,night,64.41
2020-05-21 02:00:00,30.81,hot,night,55.94
2020-05-21 03:00:00,33.78,hot,night,56.35
2020-05-21 04:00:00,33.34,hot,night,48.78
2020-05-21 05:00:00,36.19,hot,night,48.77
2020-05-21 06:00:00,34.34,hot,day,78.53
2020-05-21 07:00:00,35.27,hot,day,87.77
2020-05-21 08:00:00,36.98,hot,day,89.56
2020-05-21 09:00:00,34.66,hot,day,83.21
2020-05-21 10:00:00,38.95,hot,day,91.56
2020-05-21 11:00:00,35.83,hot,day,91.9
2020-05-21 12:00:00,38.87,hot,day,79.29
2020-05-21 13:00:00,36.07,hot,day,85.7
2020-05-21 14:00:00,42.29,hot,day,93.26
2020-05-21 15:00:00,43.32,hot,day,91.67
2020-05-21 16:00:00,41.31,hot,day,89.75
2020-05-21 17:00:00,40.07,hot,day,87.91
2020-05-21 18:00:00,43.07,hot,day,89.81
2020-05-21 19:00:00,39.37,hot,night,60.76
2020-05-21 20:00:00,42.15,hot,night,54.93
2020-05-21 21:00:00,37.88,hot,night,50.24
2020-05-21 22:00:00,43.74,hot,night,44.5
2020-05-21 23:00:00,40.74,hot,night,58.86
2020-05-22 00:00:00,34.77,hot,night,53.13
2020-05-22 01:00:00,35.84,hot,night,59.69
2020-05-22 02:00:00,33.93,hot,night,51.91
2020-05-22 03:00:00,33.73,hot,night,49.06
2020-05-22 04:00:00,30.66,hot,night,56.95
2020-05-22 05:00:00,37.41,hot,night,48.8
2020-05-22 06:00:00,34.87,hot,day,85.32
2020-05-22 07:00:00,34.57,hot,day,83.13
2020-05-22 08:00:00,32.22,hot,day,79.96
2020-05-22 09:00:00,38.0,hot,day,83.49
2020-05-22 10:00:00,39.72,hot,day,84.56
2020-05-22 11:00:00,35.98,hot,day,84.88
2020-05-22 12:00:00,37.35,hot,day,82.47
2020-05-22 13:00:00,40.31,hot,day,83.87
2020-05-22 14:00:00,41.47,hot,day,84.23
2020-05-22 15:00:00,42.05,hot,day,86.2
2020-05-22 16:00:00,45.24,hot,day,89.28
2020-05-22 17:00:00,43.24,hot,day,81.25
2020-05-22 18:00:00,42.67,hot,day,84.53
2020-05-22 19:00:00,42.46,hot,night,50.11
2020-05-22 20:00:00,44.54,hot,night,52.36
2020-05-22 21:00:00,40.37,hot,night,54.04
2020-05-22 22:00:00,44.54,hot,night,61.87
2020-05-22 23:00:00,43.68,hot,night,48.04
2020-05-23 00:00:00,31.72,hot,night,51.25
2020-05-23 01:00:00,34.85,hot,night,61.25
2020-05-23 02:00:00,33.69,hot,night,50.34
2020-05-23 03:00:00,32.83,hot,night,46.74
2020-05-23 04:00:00,32.56,hot,night,61.23
2020-05-23 05:00:00,37.04,hot,night,55.22
2020-05-23 06:00:00,33.9,hot,day,80.9
2020-05-23 07:00:00,34.27,hot,day,86.73
2020-05-23 08:00:00,32.62,hot,day,92.81
2020-05-23 09:00:00,36.64,hot,day,90.7
2020-05-23 10:00:00,35.29,hot,day,83.71
2020-05-23 11:00:00,36.34,hot,day,90.24
2020-05-23 12:00:00,36.04,hot,day,85.72
2020-05-23 13:00:00,41.37,hot,day,82.95
2020-05-23 14:00:00,41.29,hot,day,80.74
2020-05-23 15:00:00,37.88,hot,day,81.32
2020-05-23 16:00:00,43.18,hot,day,93.25
2020-05-23 17:00:00,40.68,hot,day,81.34
2020-05-23 18:00:00,46.11,hot,day,85.65
2020-05-23 19:00:00,39.51,hot,night,58.49
2020-05-23 20:00:00,42.17,hot,night,63.26
2020-05-23 21:00:00,44.83,hot,night,58.17
2020-05-23 22:00:00,43.32,hot,night,51.29
2020-05-23 23:00:00,42.74,hot,night,47.96
2020-05-24 00:00:00,33.86,hot,night,56.3
2020-05-24 01:00:00,36.63,hot,night,57.53
2020-05-24 02:00:00,31.71,hot,night,54.59
2020-05-24 03:00:00,32.7,hot,night,46.72
2020-05-24 04:00:00,35.67,hot,night,54.0
2020-05-24 05:00:00,31.77,hot,night,55.17
2020-05-24 06:00:00,37.84,hot,day,86.01
2020-05-24 07:00:00,35.24,hot,day,86.55
2020-05-24 08:00:00,38.45,hot,day,83.89
2020-05-24 09:00:00,34.56,hot,day,87.29
2020-05-24 10:00:00,37.79,hot,day,86.62
2020-05-24 11:00:00,38.15,hot,day,88.13
2020-05-24 12:00:00,34.82,hot,day,83.44
2020-05-24 13:00:00,38.2,hot,day,84.4
2020-05-24 14:00:00,41.04,hot,day,87.27
2020-05-24 15:00:00,40.95,hot,day,86.19
2020-05-24 16:00:00,41.32,hot,day,83.37
2020-05-24 17:00:00,46.26,hot,day,85.72
2020-05-24 18:00:00,43.84,hot,day,85.59
2020-05-24 19:00:00,42.67,hot,night,49.47
2020-05-24 20:00:00,43.78,hot,night,51.38
2020-05-24 21:00:00,46.33,hot,night,57.92
2020-05-24 22:00:00,45.76,hot,night,54.96
2020-05-24 23:00:00,41.29,hot,night,52.2
2020-05-25 00:00:00,35.77,hot,night,48.9
2020-05-25 01:00:00,34.88,hot,night,55.62
2020-05-25 02:00:00,34.43,hot,night,61.52
2020-05-25 03:00:00,31.97,hot,night,54.93
2020-05-25 04:00:00,33.7,hot,night,53.96
2020-05-25 05:00:00,35.69,hot,night,64.78
2020-05-25 06:00:00,32.35,hot,day,89.2
2020-05-25 07:00:00,33.14,hot,day,90.6
2020-05-25 08:00:00,36.74,hot,day,81.19
2020-05-25 09:00:00,36.7,hot,day,81.29
2020-05-25 10:00:00,40.01,hot,day,89.15
2020-05-25 11:00:00,38.89,hot,day,80.62
2020-05-25 12:00:00,39.81,hot,day,81.76
2020-05-25 13:00:00,42.11,hot,day,85.24
2020-05-25 14:00:00,42.1,hot,day,82.81
2020-05-25 15:00:00,41.95,hot,day,83.68
2020-05-25 16:00:00,39.38,hot,day,90.8
2020-05-25 17:00:00,41.49,hot,day,86.19
2020-05-25 18:00:00,42.94,hot,day,81.96
2020-05-25 19:00:00,45.36,hot,night,58.4
2020-05-25 20:00:00,42.85,hot,night,43.59
2020-05-25 21:00:00,45.93,hot,night,55.16
2020-05-25 22:00:00,41.18,hot,night,57.39
2020-05-25 23:00:00,42.26,hot,night,55.51
2020-05-26 00:00:00,33.23,hot,night,53.07
2020-05-26 01:00:00,34.79,hot,night,63.35
2020-05-26 02:00:00,34.25,hot,night,59.35
2020-05-26 03:00:00,30.81,hot,night,53.7
2020-05-26 04:00:00,33.86,hot,night,51.12
2020-05-26 05:00:00,36.6,hot,night,50.01
2020-05-26 06:00:00,33.29,hot,day,89.31
2020-05-26 07:00:00,34.33,hot,day,89.61
2020-05-26 08:00:00,39.33,hot,day,71.69
2020-05-26 09:00:00,36.89,hot,day,80.37
2020-05-26 10:00:00,36.99,hot,day,86.1
2020-05-26 11:00:00,35.71,hot,day,87.96
2020-05-26 12:00:00,37.84,hot,day,75.31
2020-05-26 13:00:00,38.73,hot,day,90.96
2020-05-26 14:00:00,38.54,hot,day,91.96
2020-05-26 15:00:00,42.38,hot,day,87.85
2020-05-26 16:00:00,40.51,hot,day,90.33
2020-05-26 17:00:00,46.41,hot,day,92.72
2020-05-26 18:00:00,42.94,hot,day,90.31
2020-05-26 19:00:00,45.27,hot,night,59.1
2020-05-26 20:00:00,41.96,hot,night,60.57
2020-05-26 21:00:00,44.82,hot,night,53.7
2020-05-26 22:00:00,45.65,hot,night,64.26
2020-05-26 23:00:00,45.74,hot,night,60.39
2020-05-27 00:00:00,31.74,hot,night,56.74
2020-05-27 01:00:00,35.35,hot,night,53.43
2020-05-27 02:00:00,31.76,hot,night,55.05
2020-05-27 03:00:00,37.71,hot,night,55.58
2020-05-27 04:00:00,33.94,hot,night,65.15
2020-05-27 05:00:00,36.76,hot,night,50.92
2020-05-27 06:00:00,35.46,hot,day,93.41
2020-05-27 07:00:00,36.94,hot,day,89.89
2020-05-27 08:00:00,37.71,hot,day,87.06
2020-05-27 09:00:00,38.76,hot,day,84.87
2020-05-27 10:00:00,34.91,hot,day,81.79
2020-05-27 11:00:00,39.89,hot,day,84.09
2020-05-27 12:00:00,42.01,hot,day,85.83
2020-05-27 13:00:00,37.46,hot,day,90.46
2020-05-27 14:00:00,37.0,hot,day,84.93
2020-05-27 15:00:00,41.79,hot,day,86.76
2020-05-27 16:00:00,41.4,hot,day,84.97
2020-05-27 17:00:00,43.1,hot,day,77.98
2020-05-27 18:00:00,41.6,hot,day,80.83
2020-05-27 19:00:00,43.87,hot,night,63.96
2020-05-27 20:00:00,46.99,hot,night,53.63
2020-05-27 21:00:00,44.28,hot,night,61.39
2020-05-27 22:00:00,44.0,hot,night,46.96
2020-05-27 23:00:00,41.11,hot,night,56.56
2020-05-28 00:00:00,36.29,hot,night,63.61
2020-05-28 01:00:00,33.43,hot,night,48.37
2020-05-28 02:00:00,34.42,hot,night,51.18
2020-05-28 03:00:00,34.1,hot,night,55.34
2020-05-28 04:00:00,35.87,hot,night,62.48
2020-05-28 05:00:00,35.19,hot,night,57.39
2020-05-28 06:00:00,34.0,hot,day,85.8
2020-05-28 07:00:00,33.96,hot,day,93.8
2020-05-28 08:00:00,35.58,hot,day,79.25
2020-05-28 09:00:00,38.48,hot,day,81.86
2020-05-28 10:00:00,37.16,hot,day,91.76
2020-05-28 11:00:00,37.73,hot,day,85.93
2020-05-28 12:00:00,37.86,hot,day,87.51
2020-05-28 13:00:00,40.45,hot,day,75.7
2020-05-28 14:00:00,37.69,hot,day,81.61
2020-05-28 15:00:00,41.36,hot,day,78.18
2020-05-28 16:00:00,40.97,hot,day,86.93
2020-05-28 17:00:00,41.99,hot,day,88.42
2020-05-28 18:00:00,43.69,hot,day,82.94
2020-05-28 19:00:00,43.5,hot,night,56.21
2020-05-28 20:00:00,44.2,hot,night,52.74
2020-05-28 21:00:00,41.79,hot,night,55.2
2020-05-28 22:00:00,46.1,hot,night,50.56
2020-05-28 23:00:00,40.87,hot,night,48.49
2020-05-29 00:00:00,35.27,hot,night,58.77
2020-05-29 01:00:00,34.39,hot,night,47.91
2020-05-29 02:00:00,34.3,hot,night,60.47
2020-05-29 03:00:00,35.95,hot,night,59.0
2020-05-29 04:00:00,35.46,hot,night,58.26
2020-05-29 05:00:00,38.73,hot,night,57.58
2020-05-29 06:00:00,37.5,hot,day,82.06
2020-05-29 07:00:00,35.55,hot,day,82.81
2020-05-29 08:00:00,41.19,hot,day,85.8
2020-05-29 09:00:00,36.68,hot,day,86.89
2020-05-29 10:00:00,35.14,hot,day,86.22
2020-05-29 11:00:00,39.35,hot,day,85.73
2020-05-29 12:00:00,37.95,hot,day,83.85
2020-05-29 13:00:00,42.85,hot,day,88.63
2020-05-29 14:00:00,41.74,hot,day,83.39
2020-05-29 15:00:00,39.81,hot,day,84.72
2020-05-29 16:00:00,38.96,hot,day,82.7
2020-05-29 17:00:00,40.61,hot,day,91.36
2020-05-29 18:00:00,42.83,hot,day,81.56
2020-05-29 19:00:00,43.87,hot,night,53.74
2020-05-29 20:00:00,41.27,hot,night,61.45
2020-05-29 21:00:00,43.87,hot,night,53.61
2020-05-29 22:00:00,44.11,hot,night,48.77
2020-05-29 23:00:00,45.36,hot,night,49.57
2020-05-30 00:00:00,35.54,hot,night,55.6
2020-05-30 01:00:00,34.64,hot,night,46.59
2020-05-30 02:00:00,37.4,hot,night,49.08
2020-05-30 03:00:00,34.32,hot,night,59.02
2020-05-30 04:00:00,39.15,hot,night,47.85
2020-05-30 05:00:00,36.79,hot,night,53.14
2020-05-30 06:00:00,34.09,hot,day,91.99
2020-05-30 07:00:00,36.69,hot,day,82.01
2020-05-30 08:00:00,39.49,hot,day,77.1
2020-05-30 09:00:00,37.5,hot,day,86.79
2020-05-30 10:00:00,36.86,hot,day,84.01
2020-05-30 11:00:00,38.28,hot,day,91.21
2020-05-30 12:00:00,40.46,hot,day,86.42
2020-05-30 13:00:00,37.36,hot,day,79.82
2020-05-30 14:00:00,40.37,hot,day,87.84
2020-05-30 15:00:00,44.16,hot,day,79.05
2020-05-30 16:00:00,42.76,hot,day,84.32
2020-05-30 17:00:00,41.6,hot,day,76.9
2020-05-30 18:00:00,45.17,hot,day,84.79
2020-05-30 19:00:00,44.46,hot,night,63.19
2020-05-30 20:00:00,46.19,hot,night,51.55
2020-05-30 21:00:00,43.34,hot,night,63.68
2020-05-30 22:00:00,45.05,hot,night,54.61
2020-05-30 23:00:00,46.64,hot,night,56.99
2020-05-31 00:00:00,35.83,hot,night,59.49
2020-05-31 01:00:00,36.14,hot,night,46.84
2020-05-31 02:00:00,37.32,hot,night,53.48
2020-05-31 03:00:00,34.32,hot,night,48.18
2020-05-31 04:00:00,36.9,hot,night,54.19
2020-05-31 05:00:00,34.39,hot,night,50.05
2020-05-31 06:00:00,37.76,hot,day,80.36
2020-05-31 07:00:00,36.12,hot,day,81.33
2020-05-31 08:00:00,34.45,hot,day,93.94
2020-05-31 09:00:00,37.99,hot,day,90.8
2020-05-31 10:00:00,39.07,hot,day,81.95
2020-05-31 11:00:00,39.89,hot,day,86.08
2020-05-31 12:00:00,39.35,hot,day,84.49
2020-05-31 13:00:00,40.34,hot,day,79.19
2020-05-31 14:00:00,42.76,hot,day,83.4
2020-05-31 15:00:00,42.64,hot,day,83.92
2020-05-31 16:00:00,40.57,hot,day,81.54
2020-05-31 17:00:00,43.19,hot,day,79.54
2020-05-31 18:00:00,42.35,hot,day,83.39
2020-05-31 19:00:00,44.25,hot,night,54.17
2020-05-31 20:00:00,47.08,hot,night,54.45
2020-05-31 21:00:00,43.16,hot,night,65.43
2020-05-31 22:00:00,43.0,hot,night,52.21
2020-05-31 23:00:00,42.31,hot,night,52.09
2020-06-01 00:00:00,33.87,hot,night,64.58
2020-06-01 01:00:00,34.13,hot,night,52.66
2020-06-01 02:00:00,32.33,hot,night,51.57
2020-06-01 03:00:00,37.64,hot,night,55.17
2020-06-01 04:00:00,34.71,hot,night,57.81
2020-06-01 05:00:00,36.02,hot,night,57.6
2020-06-01 06:00:00,34.82,hot,day,84.28
2020-06-01 07:00:00,35.68,hot,day,83.74
2020-06-01 08:00:00,37.31,hot,day,88.82
2020-06-01 09:00:00,38.21,hot,day,99.2
2020-06-01 10:00:00,40.11,hot,day,87.53
2020-06-01 11:00:00,39.07,hot,day,84.14
2020-06-01 12:00:00,38.35,hot,day,97.97
2020-06-01 13:00:00,36.91,hot,day,90.39
2020-06-01 14:00:00,44.01,hot,day,77.6
2020-06-01 15:00:00,44.55,hot,day,77.77
2020-06-01 16:00:00,42.49,hot,day,92.85
2020-06-01 17:00:00,42.37,hot,day,75.29
2020-06-01 18:00:00,45.65,hot,day,82.53
2020-06-01 19:00:00,42.74,hot,night,61.13
2020-06-01 20:00:00,46.24,hot,night,47.48
2020-06-01 21:00:00,40.74,hot,night,63.63
2020-06-01 22:00:00,43.96,hot,night,57.72
2020-06-01 23:00:00,44.29,hot,night,55.72
2020-06-02 00:00:00,31.96,hot,night,49.91
2020-06-02 01:00:00,36.27,hot,night,60.25
2020-06-02 02:00:00,36.7,hot,night,55.78
2020-06-02 03:00:00,35.06,hot,night,64.28
2020-06-02 04:00:00,32.69,hot,night,56.14
2020-06-02 05:00:00,34.66,hot,night,63.2
2020-06-02 06:00:00,33.56,hot,day,87.61
2020-06-02 07:00:00,35.32,hot,day,80.64
2020-06-02 08:00:00,35.39,hot,day,91.49
2020-06-02 09:00:00,34.88,hot,day,86.09
2020-06-02 10:00:00,44.51,hot,day,83.44
2020-06-02 11:00:00,39.47,hot,day,90.38
2020-06-02 12:00:00,37.78,hot,day,84.83
2020-06-02 13:00:00,42.55,hot,day,87.98
2020-06-02 14:00:00,37.79,hot,day,87.41
2020-06-02 15:00:00,39.85,hot,day,77.7
2020-06-02 16:00:00,38.62,hot,day,89.61
2020-06-02 17:00:00,46.32,hot,day,88.16
2020-06-02 18:00:00,42.66,hot,day,81.16
2020-06-02 19:00:00,42.22,hot,night,49.09
2020-06-02 20:00:00,44.26,hot,night,51.01
2020-06-02 21:00:00,43.24,hot,night,45.84
2020-06-02 22:00:00,42.45,hot,night,53.93
2020-06-02 23:00:00,45.36,hot,night,57.62
2020-06-03 00:00:00,35.7,hot,night,53.28
2020-06-03 01:00:00,33.26,hot,night,56.48
2020-06-03 02:00:00,35.08,hot,night,58.36
2020-06-03 03:00:00,33.91,hot,night,51.83
2020-06-03 04:00:00,35.53,hot,night,57.54
2020-06-03 05:00:00,35.85,hot,night,54.64
2020-06-03 06:00:00,40.25,hot,day,90.94
2020-06-03 07:00:00,34.8,hot,day,78.89
2020-06-03 08:00:00,40.16,hot,day,80.86
2020-06-03 09:00:00,37.88,hot,day,90.65
2020-06-03 10:00:00,38.38,hot,day,79.59
2020-06-03 11:00:00,41.1,hot,day,82.52
2020-06-03 12:00:00,37.39,hot,day,84.73
2020-06-03 13:00:00,42.73,hot,day,94.31
2020-06-03 14:00:00,42.9,hot,day,80.36
2020-06-03 15:00:00,40.32,hot,day,77.58
2020-06-03 16:00:00,42.23,hot,day,83.15
2020-06-03 17:00:00,40.59,hot,day,85.12
2020-06-03 18:00:00,41.43,hot,day,83.62
2020-06-03 19:00:00,39.87,hot,night,54.02
2020-06-03 20:00:00,44.8,hot,night,55.51
2020-06-03 21:00:00,44.79,hot,night,49.15
2020-06-03 22:00:00,42.49,hot,night,51.11
2020-06-03 23:00:00,45.01,hot,night,60.71
2020-06-04 00:00:00,32.78,hot,night,55.07
2020-06-04 01:00:00,33.69,hot,night,51.84
2020-06-04 02:00:00,36.1,hot,night,50.22
2020-06-04 03:00:00,34.07,hot,night,53.38
2020-06-04 04:00:00,32.7,hot,night,55.45
2020-06-04 05:00:00,37.45,hot,night,55.23
2020-06-04 06:00:00,35.83,hot,day,74.94
2020-06-04 07:00:00,34.64,hot,day,93.23
2020-06-04 08:00:00,37.7,hot,day,91.84
2020-06-04 09:00:00,36.89,hot,day,85.87
2020-06-04 10:00:00,35.8,hot,day,85.08
2020-06-04 11:00:00,41.29,hot,day,91.06
2020-06-04 12:00:00,38.21,hot,day,83.31
2020-06-04 13:00:00,42.81,hot,day,88.65
2020-06-04 14:00:00,42.15,hot,day,75.15
2020-06-04 15:00:00,43.43,hot,day,79.69
2020-06-04 16:00:00,39.3,hot,day,81.01
2020-06-04 17:00:00,43.24,hot,day,85.82
2020-06-04 18:00:00,44.57,hot,day,82.04
2020-06-04 19:00:00,43.4,hot,night,48.08
2020-06-04 20:00:00,40.36,hot,night,55.59
2020-06-04 21:00:00,42.71,hot,night,47.29
2020-06-04 22:00:00,43.7,hot,night,56.11
2020-06-04 23:00:00,48.29,hot,night,61.13
2020-06-05 00:00:00,35.34,hot,night,54.34
2020-06-05 01:00:00,32.19,hot,night,59.28
2020-06-05 02:00:00,39.44,hot,night,48.94
2020-06-05 03:00:00,34.82,hot,night,55.71
2020-06-05 04:00:00,35.95,hot,night,54.64
2020-06-05 05:00:00,37.14,hot,night,49.9
2020-06-05 06:00:00,37.46,hot,day,91.54
2020-06-05 07:00:00,34.66,hot,day,84.05
2020-06-05 08:00:00,34.89,hot,day,80.41
2020-06-05 09:00:00,37.06,hot,day,91.47
2020-06-05 10:00:00,42.07,hot,day,80.38
2020-06-05 11:00:00,39.6,hot,day,80.31
2020-06-05 12:00:00,37.75,hot,day,86.67
2020-06-05 13:00:00,40.18,hot,day,92.51
2020-06-05 14:00:00,45.02,hot,day,89.82
2020-06-05 15:00:00,42.09,hot,day,81.33
2020-06-05 16:00:00,43.3,hot,day,96.55
2020-06-05 17:00:00,46.54,hot,day,81.63
2020-06-05 18:00:00,43.62,hot,day,89.55
2020-06-05 19:00:00,44.75,hot,night,47.07
2020-06-05 20:00:00,42.87,hot,night,62.34
2020-06-05 21:00:00,45.92,hot,night,55.49
2020-06-05 22:00:00,45.72,hot,night,45.35
2020-06-05 23:00:00,42.67,hot,night,49.61
2020-06-06 00:00:00,33.48,hot,night,54.86
2020-06-06 01:00:00,31.45,hot,night,64.83
2020-06-06 02:00:00,39.19,hot,night,52.34
2020-06-06 03:00:00,34.22,hot,night,51.28
2020-06-06 04:00:00,38.34,hot,night,57.66
2020-06-06 05:00:00,33.74,hot,night,51.96
2020-06-06 06:00:00,37.47,hot,day,87.75
2020-06-06 07:00:00,38.49,hot,day,83.06
2020-06-06 08:00:00,36.27,hot,day,87.14
2020-06-06 09:00:00,35.24,hot,day,81.51
2020-06-06 10:00:00,40.97,hot,day,79.19
2020-06-06 11:00:00,40.06,hot,day,82.38
2020-06-06 12:00:00,40.58,hot,day,87.78
2020-06-06 13:00:00,42.18,hot,day,86.33
2020-06-06 14:00:00,42.75,hot,day,88.3
2020-06-06 15:00:00,39.72,hot,day,85.79
2020-06-06 16:00:00,40.85,hot,day,85.13
2020-06-06 17:00:00,44.37,hot,day,81.45
2020-06-06 18:00:00,42.55,hot,day,92.1
2020-06-06 19:00:00,46.27,hot,night,54.08
2020-06-06 20:00:00,45.92,hot,night,57.92
2020-06-06 21:00:00,46.29,hot,night,58.82
2020-06-06 22:00:00,44.76,hot,night,45.98
2020-06-06 23:00:00,46.27,hot,night,53.31
2020-06-07 00:00:00,35.54,hot,night,62.08
2020-06-07 01:00:00,35.03,hot,night,56.88
2020-06-07 02:00:00,34.26,hot,night,53.68
2020-06-07 03:00:00,37.17,hot,night,59.25
2020-06-07 04:00:00,39.05,hot,night,61.97
2020-06-07 05:00:00,34.9,hot,night,63.16
2020-06-07 06:00:00,33.26,hot,day,78.68
2020-06-07 07:00:00,39.21,hot,day,78.39
2020-06-07 08:00:00,38.86,hot,day,85.26
2020-06-07 09:00:00,37.42,hot,day,79.06
2020-06-07 10:00:00,37.97,hot,day,85.23
2020-06-07 11:00:00,38.14,hot,day,88.47
2020-06-07 12:00:00,39.36,hot,day,83.39
2020-06-07 13:00:00,38.47,hot,day,84.13
2020-06-07 14:00:00,45.41,hot,day,83.74
2020-06-07 15:00:00,41.28,hot,day,84.56
2020-06-07 16:00:00,44.48,hot,day,78.07
2020-06-07 17:00:00,42.69,hot,day,91.37
2020-06-07 18:00:00,45.45,hot,day,83.87
2020-06-07 19:00:00,45.85,hot,night,58.37
2020-06-07 20:00:00,44.86,hot,night,52.26
2020-06-07 21:00:00,45.55,hot,night,49.54
2020-06-07 22:00:00,42.11,hot,night,56.72
2020-06-07 23:00:00,44.85,hot,night,50.91
2020-06-08 00:00:00,34.78,hot,night,53.8
2020-06-08 01:00:00,38.95,hot,night,49.19
2020-06-08 02:00:00,33.48,hot,night,58.96
2020-06-08 03:00:00,37.02,hot,night,45.98
2020-06-08 04:00:00,33.77,hot,night,59.36
2020-06-08 05:00:00,36.21,hot,night,63.39
2020-06-08 06:00:00,34.72,hot,day,81.55
2020-06-08 07:00:00,37.95,hot,day,84.87
2020-06-08 08:00:00,36.0,hot,day,79.42
2020-06-08 09:00:00,31.3,hot,day,78.67
2020-06-08 10:00:00,37.2,hot,day,86.6
2020-06-08 11:00:00,39.69,hot,day,89.73
2020-06-08 12:00:00,40.85,hot,day,79.88
2020-06-08 13:00:00,42.48,hot,day,85.58
2020-06-08 14:00:00,41.26,hot,day,88.0
2020-06-08 15:00:00,39.93,hot,day,95.84
2020-06-08 16:00:00,42.02,hot,day,83.12
2020-06-08 17:00:00,42.43,hot,day,80.61
2020-06-08 18:00:00,42.67,hot,day,92.92
2020-06-08 19:00:00,40.85,hot,night,50.6
2020-06-08 20:00:00,44.78,hot,night,55.82
2020-06-08 21:00:00,45.39,hot,night,61.46
2020-06-08 22:00:00,42.55,hot,night,55.06
2020-06-08 23:00:00,44.07,hot,night,57.05
2020-06-09 00:00:00,33.73,hot,night,54.92
2020-06-09 01:00:00,37.46,hot,night,67.11
2020-06-09 02:00:00,37.11,hot,night,53.94
2020-06-09 03:00:00,32.82,hot,night,63.0
2020-06-09 04:00:00,34.41,hot,night,51.48
2020-06-09 05:00:00,37.44,hot,night,59.28
2020-06-09 06:00:00,35.56,hot,day,90.51
2020-06-09 07:00:00,34.72,hot,day,90.61
2020-06-09 08:00:00,37.42,hot,day,83.51
2020-06-09 09:00:00,38.19,hot,day,85.27
2020-06-09 10:00:00,37.44,hot,day,85.09
2020-06-09 11:00:00,41.16,hot,day,88.83
2020-06-09 12:00:00,39.13,hot,day,89.38
2020-06-09 13:00:00,37.79,hot,day,78.19
2020-06-09 14:00:00,41.49,hot,day,87.92
2020-06-09 15:00:00,39.53,hot,day,91.87
2020-06-09 16:00:00,43.89,hot,day,81.01
2020-06-09 17:00:00,44.08,hot,day,79.85
2020-06-09 18:00:00,44.56,hot,day,86.22
2020-06-09 19:00:00,43.27,hot,night,61.29
2020-06-09 20:00:00,43.08,hot,night,60.85
2020-06-09 21:00:00,48.05,hot,night,62.28
2020-06-09 22:00:00,41.26,hot,night,64.47
2020-06-09 23:00:00,45.73,hot,night,51.81
2020-06-10 00:00:00,36.27,hot,night,51.98
2020-06-10 01:00:00,34.04,hot,night,57.14
2020-06-10 02:00:00,33.26,hot,night,60.35
2020-06-10 03:00:00,35.03,hot,night,54.31
2020-06-10 04:00:00,37.23,hot,night,54.95
2020-06-10 05:00:00,34.16,hot,night,57.0
2020-06-10 06:00:00,36.41,hot,day,81.83
2020-06-10 07:00:00,35.37,hot,day,81.99
2020-06-10 08:00:00,37.58,hot,day,83.08
2020-06-10 09:00:00,35.11,hot,day,85.99
2020-06-10 10:00:00,40.95,hot,day,86.35
2020-06-10 11:00:00,37.19,hot,day,79.59
2020-06-10 12:00:00,40.66,hot,day,82.2
2020-06-10 13:00:00,43.7,hot,day,82.39
2020-06-10 14:00:00,36.65,hot,day,79.87
2020-06-10 15:00:00,43.99,hot,day,78.69
2020-06-10 16:00:00,41.98,hot,day,82.58
2020-06-10 17:00:00,41.82,hot,day,80.29
2020-06-10 18:00:00,47.49,hot,day,75.33
2020-06-10 19:00:00,45.43,hot,night,58.94
2020-06-10 20:00:00,37.52,hot,night,55.51
2020-06-10 21:00:00,47.28,hot,night,56.12
2020-06-10 22:00:00,48.44,hot,night,62.38
2020-06-10 23:00:00,43.07,hot,night,58.95
2020-06-11 00:00:00,35.63,hot,night,53.46
2020-06-11 01:00:00,31.08,hot,night,49.23
2020-06-11 02:00:00,34.51,hot,night,59.99
2020-06-11 03:00:00,34.89,hot,night,45.5
2020-06-11 04:00:00,33.4,hot,night,44.19
2020-06-11 05:00:00,37.1,hot,night,56.16
2020-06-11 06:00:00,35.4,hot,day,95.47
2020-06-11 07:00:00,37.89,hot,day,84.22
2020-06-11 08:00:00,37.38,hot,day,90.23
2020-06-11 09:00:00,39.01,hot,day,93.19
2020-06-11 10:00:00,40.73,hot,day,84.13
2020-06-11 11:00:00,43.13,hot,day,85.14
2020-06-11 12:00:00,41.58,hot,day,93.09
2020-06-11 13:00:00,39.73,hot,day,83.4
2020-06-11 14:00:00,39.41,hot,day,85.8
2020-06-11 15:00:00,39.81,hot,day,74.86
2020-06-11 16:00:00,41.34,hot,day,78.88
2020-06-11 17:00:00,41.11,hot,day,83.26
2020-06-11 18:00:00,41.98,hot,day,82.96
